證券代碼,年,月,日,收盤價(元),成交量(千股)
2349 錸德,2009,4,1,22.4187,"17,105"
2350 環電,2009,4,1,9.8384,"18,948"
2351 順德,2009,4,1,8.9912,"2,126"
2352 佳世達,2009,4,1,6.7996,"32,473"
2353 宏碁,2009,4,1,35.5707,"24,996"
2354 鴻準,2009,4,1,40.0208,"8,336"
2355 敬鵬,2009,4,1,7.4065,"2,542"
2356 英業達,2009,4,1,5.4407,"15,678"
2357 華碩,2009,4,1,66.7415,"25,262"
2358 廷鑫,2009,4,1,7.8234,95
2359 所羅門,2009,4,1,6.0993,"1,279"
2360 致茂,2009,4,1,14.7673,"2,036"
2361 鴻友,2009,4,1,5.054,88
2362 藍天,2009,4,1,20.8821,"4,616"
2363 矽統,2009,4,1,11.3387,"19,963"
2364 倫飛,2009,4,1,65.2487,"1,636"
2365 昆盈,2009,4,1,11.945,"2,423"
2367 燿華,2009,4,1,6.7241,"4,346"
2368 金像電,2009,4,1,9.3685,"8,895"
2369 菱生,2009,4,1,5.1664,"2,017"
2371 大同,2009,4,1,16.9456,"43,647"
2373 震旦行,2009,4,1,17.5627,231
2374 佳能,2009,4,1,16.862,"5,242"
2375 凱美,2009,4,1,12.8858,"3,848"
2376 技嘉,2009,4,1,8.206,"6,296"
2377 微星,2009,4,1,8.1291,"19,598"
2379 瑞昱,2009,4,1,24.1814,"12,219"
2380 虹光,2009,4,1,10.5481,868
2381 華宇,2009,4,1,11.3076,"1,774"
2382 廣達,2009,4,1,21.1526,"8,268"
2383 台光電,2009,4,1,4.8347,"4,296"
2384 勝華,2009,4,1,14.1586,"29,213"
2385 群光,2009,4,1,17.904,"6,591"
2387 精元,2009,4,1,19.1492,"3,080"
2388 威盛,2009,4,1,81.8409,"12,932"
2390 云辰,2009,4,1,5.8223,827
2391 合勤,2009,4,1,16.9682,"5,066"
2392 正崴,2009,4,1,22.9227,"5,050"
2393 億光,2009,4,1,32.1234,"4,962"
2395 研華,2009,4,1,21.5751,"4,812"
2397 友通,2009,4,1,16.1963,481
2399 映泰,2009,4,1,7.263,"1,153"
2401 凌陽,2009,4,1,11.4522,"19,558"
2402 毅嘉,2009,4,1,8.2926,"4,979"
2403 友尚,2009,4,1,13.4586,"4,822"
2404 漢唐,2009,4,1,5.9691,285
2405 浩鑫,2009,4,1,6.9277,814
2406 國碩,2009,4,1,9.0966,"5,765"
2408 南亞科,2009,4,1,156.5284,"45,550"
2409 友達,2009,4,1,19.7123,"63,950"
2410 鼎大,2009,4,1,0.34,201
2412 中華電,2009,4,1,38.5585,"33,247"
2413 環科,2009,4,1,9.3137,788
2414 精技,2009,4,1,6.1433,"2,959"
2415 錩新,2009,4,1,5.6978,52
2417 圓剛,2009,4,1,22.3603,"2,500"
2419 仲琦,2009,4,1,4.8227,"1,869"
2420 新巨,2009,4,1,5.171,727
2421 建準,2009,4,1,10.8087,"3,385"
2423 固緯,2009,4,1,5.9092,49
2424 隴華,2009,4,1,19.3283,102
2425 承啟,2009,4,1,7.7077,460
2426 鼎元,2009,4,1,12.1169,"2,744"
2427 三商電,2009,4,1,5.6229,197
2428 興勤,2009,4,1,8.6795,658
2429 銘旺科,2009,4,1,55.2238,0
2430 燦坤,2009,4,1,7.8662,"13,975"
2431 聯昌,2009,4,1,6.5362,810
2433 互盛電,2009,4,1,6.5328,283
2434 統懋,2009,4,1,134.3706,"1,997"
2436 偉詮電,2009,4,1,14.8664,"4,294"
2437 旺詮,2009,4,1,11.7404,155
2438 翔耀,2009,4,1,13.7826,242
2439 美律,2009,4,1,12.5327,"2,206"
2440 太空梭,2009,4,1,7.0436,232
2441 超豐,2009,4,1,10.9009,"3,639"
2442 新美齊,2009,4,1,4.8582,204
2443 昶虹,2009,4,1,9.835,"2,316"
2444 兆勁,2009,4,1,10.6612,373
2446 全懋,2009,4,1,11.1,"12,202"
2448 晶電,2009,4,1,43.5361,"9,340"
2449 京元電子,2009,4,1,5.6363,"17,283"
2450 神腦,2009,4,1,19.8757,431
2451 創見,2009,4,1,33.4869,"3,066"
2452 乾坤,2009,4,1,34.8325,"4,524"
2453 凌群,2009,4,1,4.9198,72
2454 聯發科,2009,4,1,189.0533,"9,367"
2455 全新,2009,4,1,9.3928,"1,043"
2456 奇力新,2009,4,1,8.0448,"1,183"
2457 飛宏,2009,4,1,8.4329,"3,070"
2458 義隆,2009,4,1,22.4787,"20,262"
2459 敦吉,2009,4,1,6.7151,708
2460 建通,2009,4,1,11.2487,525
2461 光群雷,2009,4,1,9.2927,"1,141"
2462 良得電,2009,4,1,7.2301,"1,388"
2463 Ｄ研揚,2009,4,1,33.0676,86
2464 盟立,2009,4,1,9.1096,"1,726"
2465 麗臺,2009,4,1,15.5233,728
2466 冠西電,2009,4,1,27.9272,108
2467 志聖,2009,4,1,4.6655,393
2468 華經,2009,4,1,6.0336,97
2471 資通,2009,4,1,2.8561,303
2472 立隆電,2009,4,1,4.7794,666
2473 思源,2009,4,1,16.9418,"5,525"
2474 可成,2009,4,1,44.0366,"10,640"
2475 華映,2009,4,1,11.1213,"70,837"
2476 鉅祥,2009,4,1,9.1399,"21,499"
2477 美隆電,2009,4,1,4.773,525
2478 大毅,2009,4,1,15.0208,420
2480 敦陽科,2009,4,1,7.1586,"1,287"
2481 強茂,2009,4,1,14.047,"10,531"
2482 連宇,2009,4,1,13.3562,333
2483 百容,2009,4,1,4.5757,74
2484 希華,2009,4,1,6.991,"1,201"
2485 兆赫,2009,4,1,29.2387,"17,483"
2486 一詮,2009,4,1,15.2348,"2,157"
2488 漢平,2009,4,1,6.0725,358
2489 瑞軒,2009,4,1,5.6747,"4,920"
2491 吉祥全,2009,4,1,30.4059,34
2492 華新科,2009,4,1,8.4078,"4,038"
2493 揚博,2009,4,1,3.1768,241
2495 普安,2009,4,1,19.5132,947
2496 卓越,2009,4,1,55.6692,134
2497 怡利電,2009,4,1,12.2197,135
2498 宏達電,2009,4,1,275.4986,"5,480"
2499 東貝,2009,4,1,13.5205,"2,035"
2501 國建,2009,4,1,5.5758,"16,632"
2504 國產,2009,4,1,8.9155,"20,174"
2505 國揚,2009,4,1,9.2136,"8,250"
2506 太設,2009,4,1,3.3918,578
2509 全坤建,2009,4,1,4.4884,"1,471"
2511 太子,2009,4,1,2.9512,"7,059"
2514 龍邦,2009,4,1,5.5942,727
2515 中工,2009,4,1,5.2104,"37,199"
2516 新建,2009,4,1,4.6353,677
2520 冠德,2009,4,1,4.9609,"12,311"
2524 京城,2009,4,1,12.5843,"5,389"
2526 大陸,2009,4,1,9.7697,"4,193"
2527 宏璟,2009,4,1,3.0971,"2,995"
2528 皇普,2009,4,1,3.4515,85
2530 華建,2009,4,1,3.0374,"2,408"
2534 宏盛,2009,4,1,5.3578,"13,593"
2535 達欣工,2009,4,1,5.6524,"5,833"
2536 宏普,2009,4,1,10.3917,"7,797"
2537 聯上發,2009,4,1,3.598,25
2538 基泰,2009,4,1,3.6664,"7,527"
2539 櫻花建,2009,4,1,2.4363,1
2540 愛山林,2009,4,1,5.4709,0
2542 興富發,2009,4,1,4.2342,"7,278"
2543 皇昌,2009,4,1,5.281,"2,729"
2545 皇翔,2009,4,1,7.7795,"11,059"
2546 根基,2009,4,1,3.9086,840
2547 日勝生,2009,4,1,6.5632,"17,595"
2548 華固,2009,4,1,16.5491,"6,909"
2601 益航,2009,4,1,26.129,"6,264"
2603 長榮,2009,4,1,11.2923,"13,410"
2605 新興,2009,4,1,15.0269,"9,354"
2606 裕民,2009,4,1,25.7566,"5,612"
2607 榮運,2009,4,1,16.6444,"40,869"
2608 嘉里大榮,2009,4,1,10.8553,"8,115"
2609 陽明,2009,4,1,19.2795,"19,405"
2610 華航,2009,4,1,10.9048,"55,058"
2611 志信,2009,4,1,9.4023,469
2612 中航,2009,4,1,46.2939,"2,154"
2613 中櫃,2009,4,1,13.4513,"2,189"
2614 東森,2009,4,1,8.9064,"9,187"
2615 萬海,2009,4,1,8.3768,"2,941"
2616 山隆,2009,4,1,5.8848,618
2617 台航,2009,4,1,25.2843,"1,170"
2618 長榮航,2009,4,1,8.8878,"12,243"
2636 台驊投控,2009,4,1,6.5697,"1,204"
2701 萬企,2009,4,1,6.5874,"1,062"
2702 華園,2009,4,1,12.8303,"2,173"
2704 國賓,2009,4,1,32.6976,"18,064"
2705 六福,2009,4,1,28.4035,"23,199"
2706 第一店,2009,4,1,10.029,"1,078"
2707 晶華,2009,4,1,112.2202,"1,308"
2801 彰銀,2009,4,1,5.3663,"32,905"
2809 京城銀,2009,4,1,3.8123,"1,083"
2812 台中銀,2009,4,1,2.9908,"3,537"
2816 旺旺保,2009,4,1,19.8554,950
2820 華票,2009,4,1,3.0627,"15,637"
2823 中壽,2009,4,1,3.8064,"19,437"
2832 台產,2009,4,1,6.9034,374
2833 台壽,2009,4,1,11.4671,"9,898"
2834 臺企銀,2009,4,1,3.7194,"35,995"
2836 高雄銀,2009,4,1,4.4799,"1,991"
2837 凱基銀行,2009,4,1,7.0792,514
2838 聯邦銀,2009,4,1,3.897,308
2841 台開,2009,4,1,6.0824,"6,055"
2845 遠東銀,2009,4,1,3.3062,"20,983"
2847 大眾銀,2009,4,1,4.0425,"6,120"
2849 安泰銀,2009,4,1,5.8539,11
2850 新產,2009,4,1,4.9524,873
2851 中再保,2009,4,1,4.9479,205
2852 第一保,2009,4,1,4.4123,287
2854 寶來證,2009,4,1,11.2614,"22,506"
2855 統一證,2009,4,1,6.2576,"14,180"
2856 元富證,2009,4,1,5.4926,"4,942"
2880 華南金,2009,4,1,6.719,"9,039"
2881 富邦金,2009,4,1,10.1449,"22,021"
2882 國泰金,2009,4,1,15.8771,"64,412"
2883 開發金,2009,4,1,3.9915,"19,031"
2884 玉山金,2009,4,1,2.605,"26,830"
2885 元大金,2009,4,1,8.7763,"56,777"
2886 兆豐金,2009,4,1,6.2044,"21,552"
2887 台新金,2009,4,1,2.3244,"118,249"
2888 新光金,2009,4,1,7.1306,"72,699"
2889 國票金,2009,4,1,3.3728,"11,248"
2890 永豐金,2009,4,1,3.0556,"29,124"
2891 中信金,2009,4,1,4.7621,"89,110"
2892 第一金,2009,4,1,6.0818,"61,746"
2901 欣欣,2009,4,1,15.3096,158
2903 遠百,2009,4,1,9.5532,"10,479"
2904 匯僑,2009,4,1,2.1197,69
2905 三商,2009,4,1,4.277,"1,071"
2906 高林,2009,4,1,4.3395,233
2908 特力,2009,4,1,8.4014,"1,146"
2910 統領,2009,4,1,16.514,66
2911 麗嬰房,2009,4,1,13.9538,"4,168"
2912 統一超,2009,4,1,45.1706,"2,722"
2913 農林,2009,4,1,16.867,"39,663"
2915 潤泰全,2009,4,1,17.261,"17,180"
2916 滿心,2009,4,1,4.3987,40
2921 和樂,2009,4,1,15.0893,62
3002 歐格,2009,4,1,7.444,250
3003 健和興,2009,4,1,8.8622,52
3004 豐達科,2009,4,1,6.3698,0
3005 神基,2009,4,1,7.3109,"5,056"
3006 晶豪科,2009,4,1,19.9803,"11,673"
3008 大立光,2009,4,1,216.5602,"1,796"
3009 Ｄ奇美電,2009,4,1,14.45,"130,435"
3010 華立,2009,4,1,12.041,"1,000"
3011 今皓,2009,4,1,6.9385,884
3013 晟銘電,2009,4,1,7.3906,804
3014 聯陽,2009,4,1,29.4045,"6,920"
3015 全漢,2009,4,1,8.9926,"1,875"
3016 嘉晶,2009,4,1,18.7319,544
3017 奇鋐,2009,4,1,8.8312,"3,946"
3018 同開,2009,4,1,4.7758,15
3019 亞光,2009,4,1,36.4438,"2,051"
3021 鴻名,2009,4,1,5.3597,15
3022 威強電,2009,4,1,15.0662,"1,588"
3023 信邦,2009,4,1,6.155,"2,190"
3024 憶聲,2009,4,1,5.7805,"1,820"
3025 星通,2009,4,1,6.7284,"1,706"
3026 禾伸堂,2009,4,1,16.1518,"1,932"
3027 盛達,2009,4,1,7.4165,314
3028 增你強,2009,4,1,4.162,895
3029 零壹,2009,4,1,3.4552,133
3030 德律,2009,4,1,6.4678,666
3031 佰鴻,2009,4,1,18.401,"1,279"
3032 偉訓,2009,4,1,4.1871,105
3033 威健,2009,4,1,3.5717,"2,600"
3034 聯詠,2009,4,1,25.6168,"12,017"
3035 智原,2009,4,1,37.2168,"9,265"
3036 文曄,2009,4,1,5.4608,"2,173"
3037 欣興,2009,4,1,14.5901,"22,204"
3038 全台,2009,4,1,5.2831,"3,509"
3040 遠見,2009,4,1,5.8098,225
3041 揚智,2009,4,1,34.1327,"11,985"
3042 晶技,2009,4,1,13.8221,"9,811"
3043 科風,2009,4,1,13.2599,"1,068"
3044 健鼎,2009,4,1,22.4174,"4,211"
3045 台灣大,2009,4,1,26.1007,"15,511"
3046 建碁,2009,4,1,33.2564,358
3047 訊舟,2009,4,1,6.6318,"5,675"
3048 益登,2009,4,1,2.918,321
3049 和鑫,2009,4,1,12.8267,"12,947"
3050 鈺德,2009,4,1,4.5844,"2,650"
3051 力特,2009,4,1,5.2139,"1,026"
3052 夆典,2009,4,1,3.5454,"1,053"
3054 立萬利,2009,4,1,16.889,157
3055 蔚華科,2009,4,1,7.9484,426
3056 總太,2009,4,1,2.6164,23
3057 喬鼎,2009,4,1,21.818,486
3058 立德,2009,4,1,5.0343,245
3059 華晶科,2009,4,1,21.7186,"3,322"
3060 銘異,2009,4,1,17.6379,969
3061 璨圓,2009,4,1,19.9314,"9,746"
3062 建漢,2009,4,1,19.4479,"8,212"
3063 飛信,2009,4,1,6,"5,556"
3064 泰偉,2009,4,1,176.1567,"1,026"
3066 李洲,2009,4,1,13.2048,339
3067 全域,2009,4,1,16.2002,18
3068 美磊,2009,4,1,11.6152,156
3069 台金礦,2009,4,1,6.73,243
3071 協禧,2009,4,1,4.7803,118
3073 天方能源,2009,4,1,259.4524,"1,074"
3078 僑威,2009,4,1,3.7959,297
3080 威力盟,2009,4,1,19.7262,"4,292"
3083 網龍,2009,4,1,140.5855,"1,419"
3085 新零售,2009,4,1,52.9343,199
3086 華義,2009,4,1,184.9213,"4,017"
3087 台灣美日,2009,4,1,6.8859,"1,011"
3088 艾訊,2009,4,1,9.401,338
3089 億杰,2009,4,1,12.6477,197
3090 日電貿,2009,4,1,3.9628,192
3093 港建,2009,4,1,22.9475,240
3094 聯傑,2009,4,1,12.8351,927
3095 及成,2009,4,1,24.1508,"1,495"
3099 頂倫,2009,4,1,1.3,207
3114 好德,2009,4,1,5.0722,192
3115 寶島極,2009,4,1,6.55,35
3118 進階,2009,4,1,17.1298,286
3126 信億,2009,4,1,11.75,4
3128 昇銳,2009,4,1,9.4542,242
3130 一零四,2009,4,1,33.3856,65
3144 新揚科,2009,4,1,3.2906,49
3152 璟德,2009,4,1,39.6292,704
3162 精確,2009,4,1,12.6723,503
3164 景岳,2009,4,1,14.2184,957
3171 新洲,2009,4,1,5.0062,23
3188 鑫龍騰,2009,4,1,11.9518,548
3189 景碩,2009,4,1,29.1273,"6,391"
3191 和進,2009,4,1,6.4297,185
3202 樺晟,2009,4,1,11.7108,967
3205 佰研,2009,4,1,15.9402,20
3206 志豐,2009,4,1,4.6203,123
3207 耀勝,2009,4,1,6.8213,451
3209 全科,2009,4,1,3.7085,224
3211 順達,2009,4,1,29.6521,"3,618"
3213 茂訊,2009,4,1,17.8606,579
3217 優群,2009,4,1,4.6916,244
3218 大學光,2009,4,1,20.0542,114
3219 倚強科,2009,4,1,68.1324,67
3221 台嘉碩,2009,4,1,9.0717,496
3224 三顧,2009,4,1,4.5327,115
3226 至寶電,2009,4,1,9.2864,15
3227 原相,2009,4,1,97.9632,"4,071"
3228 金麗科,2009,4,1,60.1265,519
3229 晟鈦,2009,4,1,8.1432,159
3230 錦明,2009,4,1,15.8595,147
3231 緯創,2009,4,1,12.1427,"36,182"
3232 昱捷,2009,4,1,6.2885,9
3236 千如,2009,4,1,4.2781,59
3252 海灣,2009,4,1,17.4636,0
3259 鑫創,2009,4,1,24.4741,135
3260 威剛,2009,4,1,19.011,"9,979"
3264 欣銓,2009,4,1,7.1327,"9,357"
3265 台星科,2009,4,1,7.1457,"1,227"
3266 昇陽,2009,4,1,9.6538,168
3268 海德威,2009,4,1,21.8627,197
3276 宇環,2009,4,1,5.6863,275
3284 太普高,2009,4,1,4.9753,96
3287 廣寰科,2009,4,1,8.9338,211
3288 點晶,2009,4,1,46.7399,"1,229"
3289 宜特,2009,4,1,20.1299,561
3290 東浦,2009,4,1,4.7523,259
3291 遠翔科,2009,4,1,15.6224,190
3293 鈊象,2009,4,1,98.083,"1,254"
3294 英濟,2009,4,1,8.8759,193
3296 勝德,2009,4,1,11.3504,419
3297 杭特,2009,4,1,10.6204,57
3299 帛漢,2009,4,1,5.949,53
3303 岱稜,2009,4,1,13.4126,566
3305 昇貿,2009,4,1,13.351,571
3306 鼎天,2009,4,1,12.4781,254
3308 聯德,2009,4,1,17.5495,64
3310 佳穎,2009,4,1,16.713,301
3311 閎暉,2009,4,1,60.3145,"3,893"
3312 弘憶股,2009,4,1,3.2238,67
3313 斐成,2009,4,1,12.15,152
3315 宣昶,2009,4,1,10.5162,444
3317 尼克森,2009,4,1,25.5655,"2,252"
3323 加百裕,2009,4,1,19.4426,917
3324 雙鴻,2009,4,1,5.4176,731
3325 旭品,2009,4,1,10.5276,249
3332 幸康,2009,4,1,16.7861,691
3339 泰谷,2009,4,1,58.7778,625
3354 律勝,2009,4,1,6.7359,186
3356 奇偶,2009,4,1,48.4821,"1,802"
3360 尚立,2009,4,1,3.3433,99
3362 先進光,2009,4,1,12.4489,34
3367 英華達,2009,4,1,24.6813,"3,328"
3372 典範,2009,4,1,18.3479,"1,156"
3373 熱映,2009,4,1,7.3031,122
3376 新日興,2009,4,1,58.9438,"1,686"
3380 明泰,2009,4,1,11.7575,"10,264"
3383 新世紀,2009,4,1,121.2159,735
3388 崇越電,2009,4,1,19.6955,500
3389 志遠,2009,4,1,7.7212,149
3390 旭軟,2009,4,1,5.687,11
3402 漢科,2009,4,1,4.1643,376
3406 玉晶光,2009,4,1,33.0827,640
3416 融程電,2009,4,1,20.8625,184
3419 譁裕,2009,4,1,9.2622,735
3431 長天,2009,4,1,11.3157,272
3434 哲固,2009,4,1,13.158,14
3438 類比科,2009,4,1,55.2945,782
3443 創意,2009,4,1,103.1333,"1,259"
3444 利機,2009,4,1,7.1462,146
3450 聯鈞,2009,4,1,3.9332,672
3452 益通,2009,4,1,156.323,"2,296"
3454 晶睿,2009,4,1,11.3977,208
3455 由田,2009,4,1,9.0377,299
3465 進泰電子,2009,4,1,24.7612,11
3466 致振,2009,4,1,16.3337,75
3474 台灣美光,2009,4,1,14.0841,"28,683"
3481 群創,2009,4,1,26.1885,"29,766"
3483 力致,2009,4,1,19.5344,753
3484 崧騰,2009,4,1,9.6018,136
3489 森寶,2009,4,1,8.84,181
3490 單井,2009,4,1,15.9229,787
3491 昇達科,2009,4,1,34.5504,333
3494 誠研,2009,4,1,18.469,435
3498 陽程,2009,4,1,21.8698,163
3499 環天科,2009,4,1,7.4733,187
3501 維熹,2009,4,1,11.9261,595
3504 揚明光,2009,4,1,41.7252,"1,028"
3508 位速,2009,4,1,44.9145,131
3511 矽瑪,2009,4,1,17.0178,176
3512 皇龍,2009,4,1,13.4668,145
3514 昱晶,2009,4,1,42.8489,"6,233"
3515 華擎,2009,4,1,26.4898,273
3516 亞帝歐,2009,4,1,12.9043,117
3518 柏騰,2009,4,1,53.953,"2,529"
3519 綠能,2009,4,1,73.9379,"1,743"
3520 華盈,2009,4,1,15.8823,196
3521 鴻翊,2009,4,1,14.05,63
3522 御頂,2009,4,1,8.4854,240
3523 迎輝,2009,4,1,116.8944,942
3526 凡甲,2009,4,1,19.2835,696
3527 聚積,2009,4,1,59.7013,861
3531 先益,2009,4,1,11.6928,57
3532 台勝科,2009,4,1,98.8125,309
3533 嘉澤,2009,4,1,15.7608,339
3534 雷凌,2009,4,1,77.6192,"4,383"
3535 晶彩科,2009,4,1,18.5937,862
3536 誠創,2009,4,1,42.0472,"3,368"
3540 曜越,2009,4,1,22.3627,515
3545 敦泰,2009,4,1,45.8532,"1,648"
3546 宇峻,2009,4,1,47.4958,496
3548 兆利,2009,4,1,16.2177,182
3551 世禾,2009,4,1,20.7382,148
3552 同致,2009,4,1,18.0266,72
3553 力積,2009,4,1,16.0617,918
3556 禾瑞亞,2009,4,1,13.2893,"2,442"
3557 嘉威,2009,4,1,48.5007,"1,467"
3559 全智科,2009,4,1,8.3353,"1,533"
3561 昇陽光電,2009,4,1,18.9071,"2,971"
3562 頂晶科,2009,4,1,95.6613,593
3570 大塚,2009,4,1,12.0757,154
3576 聯合再生,2009,4,1,52.6056,"3,547"
3577 泓格,2009,4,1,10.7935,216
3593 力銘,2009,4,1,40.2881,"4,015"
3596 智易,2009,4,1,29.7383,"1,137"
3605 宏致,2009,4,1,30.1314,"1,467"
3611 鼎翰,2009,4,1,16.9271,221
3622 洋華,2009,4,1,151.8163,"2,757"
3701 大眾控,2009,4,1,27.3267,1
3702 大聯大,2009,4,1,8.9851,"15,751"
4102 永日,2009,4,1,19.3753,559
4103 百略,2009,4,1,22.4948,604
4104 佳醫,2009,4,1,21.3116,"1,015"
4105 東洋,2009,4,1,16.4715,"1,510"
4106 雃博,2009,4,1,15.9322,"2,918"
4107 邦特,2009,4,1,20.2723,"1,255"
4108 懷特,2009,4,1,47.0888,"1,558"
4109 加捷生醫,2009,4,1,13.2028,339
4111 濟生,2009,4,1,9.7441,680
4113 聯上,2009,4,1,4.1246,24
4114 健喬,2009,4,1,10.044,"2,398"
4119 旭富,2009,4,1,23.9121,453
4120 友華,2009,4,1,30.3472,"2,361"
4121 優盛,2009,4,1,9.4885,"1,417"
4123 晟德,2009,4,1,7.0292,739
4126 太醫,2009,4,1,21.8272,"1,752"
4127 天良,2009,4,1,12.7096,426
4128 中天,2009,4,1,17.1007,"3,289"
4129 聯合,2009,4,1,17.6844,"2,051"
4131 晶宇,2009,4,1,57.1196,979
4205 中華食,2009,4,1,8.465,32
4207 環泰,2009,4,1,4.3375,28
4303 信立,2009,4,1,1.1545,"5,435"
4304 勝昱,2009,4,1,15.6103,39
4305 世坤,2009,4,1,4.4003,6
4306 炎洲,2009,4,1,5.7097,"1,614"
4401 東隆興,2009,4,1,4.3275,82
4402 福大,2009,4,1,6.0744,37
4406 新昕纖,2009,4,1,5.1988,26
4408 聯明行動,2009,4,1,7.94,743
4414 如興,2009,4,1,5.313,"1,900"
4415 台原藥,2009,4,1,124.1143,506
4416 三圓,2009,4,1,27.835,0
4417 金洲,2009,4,1,5.3903,68
4419 元勝,2009,4,1,26.25,709
4420 光明,2009,4,1,6.3389,15
4426 利勤,2009,4,1,2.2035,102
4502 健信,2009,4,1,11.7765,72
4503 金雨,2009,4,1,5.6917,0
4506 崇友,2009,4,1,5.1496,43
4510 高鋒,2009,4,1,2.8827,141
4513 福裕,2009,4,1,7.561,43
4523 永彰,2009,4,1,7.1677,13
4526 東台,2009,4,1,10.0488,376
4527 方土霖,2009,4,1,4.8679,41
4528 江興鍛,2009,4,1,5.5272,237
4529 淳紳,2009,4,1,10.4082,8
4530 宏易,2009,4,1,24.44,43
4532 瑞智,2009,4,1,3.145,"1,990"
4533 協易機,2009,4,1,5.3971,348
4534 慶騰,2009,4,1,6.207,5
4535 至興,2009,4,1,17.3171,15
4609 唐鋒,2009,4,1,13.369,44
4702 中美實,2009,4,1,21.0386,89
4703 揚華,2009,4,1,6.0991,158
4706 大恭,2009,4,1,4.3848,8
4707 磐亞,2009,4,1,5.7227,326
4711 永純,2009,4,1,6.4815,42
4712 南璋,2009,4,1,6.7089,2
4714 永捷,2009,4,1,4.0351,37
4716 大立,2009,4,1,9.9275,934
4720 德淵,2009,4,1,7.2929,243
4721 美琪瑪,2009,4,1,10.6434,300
4722 國精化,2009,4,1,3.2539,40
4725 信昌化,2009,4,1,44.477,549
4729 熒茂,2009,4,1,36.9791,"1,725"
4733 上緯,2009,4,1,29.8991,313
4801 高盛電,2009,4,1,60.8319,0
4903 聯光通,2009,4,1,5.1671,365
4904 遠傳,2009,4,1,17.6103,"8,480"
4905 台聯電,2009,4,1,10.7318,118
4906 正文,2009,4,1,26.2766,"3,465"
4907 富宇,2009,4,1,11.0895,17
4908 前鼎,2009,4,1,12.6459,483
4909 新復興,2009,4,1,9.3668,279
5007 三星,2009,4,1,6.6259,320
5009 榮剛,2009,4,1,8.2379,"4,505"
5011 久陽,2009,4,1,10.2053,0
5013 強新,2009,4,1,5.2192,469
5014 建錩,2009,4,1,4.7458,358
5015 華祺,2009,4,1,5.6386,152
5016 松和,2009,4,1,8.5728,49
5102 富強,2009,4,1,4.8866,15
5201 凱衛,2009,4,1,20.4829,73
5202 力新,2009,4,1,5.4865,445
5203 訊連,2009,4,1,66.664,971
5204 得捷,2009,4,1,2.4363,0
5205 中茂,2009,4,1,64.9257,763
5206 坤悅,2009,4,1,3.1226,186
5209 新鼎,2009,4,1,7.763,78
5210 寶碩,2009,4,1,5.5959,167
5211 蒙恬,2009,4,1,13.0557,270
5212 凌網,2009,4,1,10.0222,172
5213 亞昕,2009,4,1,1.9915,162
5301 寶得利,2009,4,1,49.3666,201
5302 太欣,2009,4,1,11.7,"1,250"
5304 鼎創達,2009,4,1,1.92,34
5305 敦南,2009,4,1,9.4993,"1,124"
5306 桂盟,2009,4,1,3.2873,101
5309 系統電,2009,4,1,9.0285,539
5310 天剛,2009,4,1,5.1839,32
5312 寶島科,2009,4,1,16.5453,33
5314 世紀,2009,4,1,5.3246,316
5315 光聯,2009,4,1,5.1018,738
5317 Ｄ凱美,2009,4,1,5.7307,391
5321 美而快,2009,4,1,32.4971,125
5324 士開,2009,4,1,6.0059,1
5326 漢磊科技,2009,4,1,7.6518,"2,312"
5328 華容,2009,4,1,3.4878,126
5340 建榮,2009,4,1,3.96,190
5344 立衛,2009,4,1,10.6244,362
5345 天揚,2009,4,1,7.6596,170
5346 力晶,2009,4,1,18.9872,"49,957"
5347 世界,2009,4,1,7.147,"20,538"
5348 系通,2009,4,1,13.15,31
5349 先豐,2009,4,1,2.8269,253
5351 鈺創,2009,4,1,19.4717,"2,497"
5353 台林,2009,4,1,4.2188,141
5355 佳總,2009,4,1,6.3501,391
5356 協益,2009,4,1,2.4994,309
5364 力麗店,2009,4,1,219.7677,911
5371 中光電,2009,4,1,13.4167,"7,220"
5381 合正,2009,4,1,9.3286,"5,563"
5383 金利,2009,4,1,8.7593,109
5384 捷元,2009,4,1,4.8607,250
5386 青雲,2009,4,1,9.5648,8
5387 茂德,2009,4,1,4.0286,"6,543"
5388 中磊,2009,4,1,8.3051,"1,350"
5392 能率,2009,4,1,48.3575,"1,323"
5395 圓方,2009,4,1,21.0267,1
5398 慕康生醫,2009,4,1,6.3704,16
5403 中菲,2009,4,1,4.7835,145
5410 國眾,2009,4,1,2.0904,136
5425 台半,2009,4,1,9.1216,"3,411"
5426 振發,2009,4,1,5.9551,569
5432 新門,2009,4,1,95.4915,"1,974"
5434 崇越,2009,4,1,10.5712,"1,382"
5438 東友,2009,4,1,8.5594,687
5439 高技,2009,4,1,4.4753,185
5443 均豪,2009,4,1,6.2194,"2,450"
5450 南良,2009,4,1,11.8,20
5452 佶優,2009,4,1,3.894,379
5455 昇益,2009,4,1,52.7866,462
5457 宣德,2009,4,1,10.4916,943
5460 同協,2009,4,1,4.8793,196
5464 霖宏,2009,4,1,10.4459,139
5465 富驊,2009,4,1,6.2418,462
5466 泰林,2009,4,1,6.2818,"1,212"
5467 聯福生,2009,4,1,5.64,4
5468 凱鈺,2009,4,1,44.2594,46
5469 瀚宇博,2009,4,1,8.4851,"2,599"
5471 松翰,2009,4,1,22.3229,"2,721"
5474 聰泰,2009,4,1,11.3647,205
5475 德宏,2009,4,1,5.5404,497
5478 智冠,2009,4,1,62.3926,"2,393"
